name,identity,alignment,appearanceCount,yearOfAppearance
Impossible Man,No Dual Identity,Neutral,60,1963
Robert Hunter,Public Identity,Bad,60,1974
Onslaught (Psychic Entity),Secret Identity,Bad,60,1996
Irene Merryweather,No Dual Identity,Good,60,1997
E.V.A.,Secret Identity,Good,60,2002
Mik (Moloid),Secret Identity,Good,60,2010
Toni Turner,Public Identity,,59,1962
Melvin Potter,Public Identity,,59,1966
Billy Russo,Secret Identity,Bad,59,1976
Anath-Na Mut,Secret Identity,Bad,59,1977
Gilgamesh,Secret Identity,Good,59,1977
Rebecca Blake,Public Identity,Neutral,59,1978
Biotron,No Dual Identity,Good,59,1979
Ruth Bat-Seraph,Secret Identity,Good,59,1980
Sofia Mantega,Secret Identity,Good,59,2003
Nezhno Abidemi,Secret Identity,Good,59,2006
Thomas Shepherd,Secret Identity,Good,59,2006
Ken Mack,Secret Identity,Good,59,2010
Turg (Moloid),Secret Identity,Good,59,2010
Ivan Petrovitch,Public Identity,,58,1970
Robert Diamond,No Dual Identity,Good,58,1974
Debra Whitman,No Dual Identity,,58,1979
Cassandra Webb,Public Identity,Good,58,1980
Claudette and Nicole St. Croix,Secret Identity,Good,58,1994
Greg Willis,Secret Identity,Good,58,2005
Korr (Moloid),Secret Identity,Good,58,2010
Daniel Brito,Public Identity,Bad,57,1964
Jackson Brice,Public Identity,Bad,57,1964
Quincy Harker,No Dual Identity,Good,57,1973
Duvid Fortunov,Public Identity,Good,57,1975
Philippa Sontag,Secret Identity,Bad,57,1986
Laurie Tromette,Secret Identity,Good,57,2010
Max Modell,Public Identity,Good,57,2011
Johann Fennhoff,Public Identity,Bad,56,1968
Mesmero (Vincent),Secret Identity,Neutral,56,1968
Martha Robertson,No Dual Identity,Good,56,1969
James Braddock Jr.,No Dual Identity,Neutral,56,1976
Ayesha,Secret Identity,,56,1977
Nebula,Secret Identity,Bad,56,1985
Blackout (Lilin),Secret Identity,Bad,56,1990
Garrison Kane,Secret Identity,Bad,56,1991
Phyla-Vell,Public Identity,Good,56,2004
Vil,Secret Identity,Neutral,56,2010
Eliot Franklin (Clown),Public Identity,,55,1962
Psycho-Man,Secret Identity,Bad,55,1967
Humanoid Experimental Robot B-Type Integrated Electronics,Secret Identity,Good,55,1979
Cleo Nefertiti,Secret Identity,Neutral,55,1985
Martha Connors,Public Identity,,54,1963
Stan Lee,No Dual Identity,Good,54,1963
Athena Parthenos,No Dual Identity,Neutral,54,1969
Hector Ayala,Public Identity,Good,54,1975
Blake Tower,No Dual Identity,Good,54,1976
Dimitri Bukharin,Secret Identity,,54,1978
Captain Universe,Secret Identity,Good,54,1979
Mister Negative,Secret Identity,Bad,54,2007
William Lumpkin,Public Identity,Good,53,1963
Ego,No Dual Identity,,53,1966
Bova Ayrshire,Secret Identity,Good,53,1974
Seth,No Dual Identity,Bad,53,1975
Brian Falsworth,Secret Identity,,53,1977
Nikolai Krylenko,Secret Identity,Neutral,53,1978
Valinor,Public Identity,Neutral,53,1979
Ann Darnell,Secret Identity,,53,1980
Alexander Pierce,,Good,53,1988
Kayla Ballantine,Public Identity,Good,53,1989
Vanessa Carlysle,Secret Identity,Neutral,53,1991
Donyell Taylor,Secret Identity,Good,53,1993
Ken Ellis,Public Identity,,53,1994
Teon Macik,Secret Identity,Good,53,2010
Wu,Secret Identity,Neutral,53,2010
Eva Bell,Public Identity,Good,53,2013
Space Phantom,,,52,1963
Tana Nile,No Dual Identity,Good,52,1966
Turk Barrett,Public Identity,Bad,52,1970
Xandarian Worldmind,Public Identity,Good,52,1977
Argon (Microverse),Public Identity,Neutral,52,1979
Fabian Stankowicz,Public Identity,Good,52,1982
Masque (Morlock),Secret Identity,,52,1983
Manuel de la Rocha,Secret Identity,Bad,52,1984
Kodiak Noatak,Secret Identity,Bad,52,1986
Graydon Creed,No Dual Identity,Bad,52,1993
Max Eisenhardt (Joseph),Secret Identity,Bad,52,1995
Seward Trainer,No Dual Identity,Bad,52,1995
Gunther Bain,Secret Identity,Bad,51,1964
Jeryn Hogarth,Public Identity,Good,51,1977
Robert Farrell,Secret Identity,Neutral,51,1977
Maximillian Zaran,No Dual Identity,Bad,51,1979
Chons,Public Identity,Neutral,51,1980
Mikhail Ursus,Secret Identity,Good,51,1981
Joshua Guthrie,Secret Identity,Good,51,1984
Antonio Rodriguez,Secret Identity,Neutral,51,1985
Jack Hammer,Secret Identity,Neutral,51,1993
Neal Shaara,Secret Identity,Good,51,2000
"John Jonah Jameson, Sr.",No Dual Identity,Good,51,2009
Deborah Harris,Public Identity,Good,50,1965
Llyra Morris,No Dual Identity,Bad,50,1970
Robert Kelly,Public Identity,Neutral,50,1980
Susan Austin,Public Identity,Good,50,1988
Amelia Voght,No Dual Identity,Neutral,50,1993
Marshall Stone III,Secret Identity,Neutral,50,1993
Alexei Kravinoff,Public Identity,Bad,50,1997
Guy Smith,Secret Identity,Good,50,2001
Tike Alicar,Secret Identity,Good,50,2001
Eden Fesi,Secret Identity,Good,50,2009
Robert Rider,Public Identity,,49,1976
Tania Belinskaya,Secret Identity,Neutral,49,1976
William Nasland,Secret Identity,Good,49,1977
Roger Bochs,Secret Identity,Good,49,1983
Marcus Stone,Public Identity,Good,49,1989
Deidre Wentworth,Secret Identity,Bad,49,1991
Fabian Cortez,Public Identity,Bad,49,1991
Sharra Neramani,Secret Identity,,49,1993
Rumiko Fujikawa,No Dual Identity,Good,49,1998
Gabriel Cohuelo,Public Identity,Good,49,2010
Phillip Coulson,No Dual Identity,Good,49,2012
Christopher Muse,Public Identity,Good,49,2013
Umar,Public Identity,Bad,48,1966
Satannish,Secret Identity,Bad,48,1968
Sha Shan,Public Identity,Good,48,1972
Blood Brothers,,Bad,48,1973
Nekra Sinclair,Secret Identity,Bad,48,1973
Abraham Brown,Secret Identity,,48,1974
Mamie Muggins,Public Identity,,48,1974
In-Betweener,No Dual Identity,Neutral,48,1975
Eric Payne,Secret Identity,Good,48,1977
Mentor (Imperial Guard),Public Identity,Neutral,48,1977
Starbolt,Secret Identity,Neutral,48,1977
Manta,Public Identity,Neutral,48,1980
Lorelei (Asgardian),No Dual Identity,Bad,48,1983
Grace Powell,Public Identity,Good,48,1991
Rick Sheridan,No Dual Identity,Good,48,1991
Frances Barrison,Public Identity,Bad,48,1993
Shirley Washington,Public Identity,,48,1996
Tsu-Zana,Secret Identity,Good,48,1996
Richard Gilmore,Public Identity,Good,48,1998
Tarene,Secret Identity,Good,48,2000
Melati Kusuma,Secret Identity,Good,48,2007
Jonas Graymalkin,No Dual Identity,Good,48,2008
Ulysses Bloodstone,Secret Identity,Neutral,47,1960
Jack Pulver,Secret Identity,,47,1962
Maxwell Markham,Public Identity,Neutral,47,1974
Baron Karza,No Dual Identity,Bad,47,1979
Lindsay McCabe,Public Identity,Good,47,1979
Colin Hume,Secret Identity,Good,47,1990
Jason Powell,,Neutral,47,1991
Martha Johansson,Secret Identity,Good,47,2001
Regan Wyngarde,Secret Identity,Bad,47,2001
Michael Pointer,Secret Identity,Good,47,2006
Jerry Sledge,Secret Identity,Good,47,2008
John Grey,Public Identity,Good,46,1964
Jonathan Murdock,No Dual Identity,Good,46,1964
Nicholas Bromwell,Public Identity,Good,46,1964
Edgar Plunder,Secret Identity,Bad,46,1966
Vanessa Fisk,No Dual Identity,Neutral,46,1969
Lissa Russell,Public Identity,Good,46,1972
Wundarr,Public Identity,Good,46,1973
Bertrand Crawley,No Dual Identity,,46,1976
Beverly Switzler,No Dual Identity,Good,46,1976
Stephanie Hunter,Public Identity,Good,46,1980
Rachel Carpenter,Public Identity,Good,46,1987
Francis Ketch,Public Identity,Good,46,1990
Jonathan Powell,,Neutral,46,1991
Cerise,Secret Identity,Good,46,1992
Jake Olson (Duplicate),No Dual Identity,Good,46,1998
Myles Alfred,Secret Identity,Good,46,2001
Gertrude Yorkes,Secret Identity,Good,46,2003
Alexander Aaron,Secret Identity,Good,46,2006
Kubark,Public Identity,Good,46,2011
Elihas Starr,Public Identity,Bad,45,1962
James Wilson,No Dual Identity,Good,45,1970
Claire Temple,No Dual Identity,Good,45,1972
Eon,Secret Identity,,45,1973
Stuart Clarke,Public Identity,Bad,45,1976
Malekith,No Dual Identity,Bad,45,1984
Oswald Silkworth,Secret Identity,Bad,45,1984
Jesse Aaronson,Secret Identity,Good,45,1998
Miranda Leevald,Public Identity,Neutral,45,2001
Angela del Toro,Secret Identity,Neutral,45,2003
Laurie Collins,Secret Identity,Good,45,2003
Gabriel Summers,Public Identity,Bad,45,2006
Miek,No Dual Identity,Bad,45,2006
Joseph Green,Public Identity,Good,45,2007
Maki Matsumoto,Secret Identity,Bad,45,2008
Alexander Gentry,Public Identity,Neutral,44,1963
Idunn,Public Identity,Good,44,1965
Ahmet Abdol,Public Identity,Bad,44,1969
Jackson Norriss,Public Identity,Good,44,1970
Rafael Scarfe,Public Identity,,44,1975
Arishem,No Dual Identity,Neutral,44,1976
John Falsworth,Secret Identity,Bad,44,1976
Eshu,Secret Identity,Bad,44,1983
Erg,Secret Identity,Neutral,44,1985
James Bourne,Public Identity,Neutral,44,1986
Abraham Zimmer,,Good,44,1987
Laura Dean,Secret Identity,Good,44,1987
Whitman Knapp,Secret Identity,,44,1987
Christopher Bradley,Secret Identity,Good,44,1995
Blind Al (Althea),Secret Identity,Good,44,1997
Void (Dark Sentry),Secret Identity,Bad,44,2000
Elaine Grey,Public Identity,Good,43,1964
Milos Masaryk,Secret Identity,Bad,43,1964
Vera Cantor,Public Identity,Good,43,1966
Noah Black,Secret Identity,Bad,43,1968
Charles Barton,Public Identity,Neutral,43,1969
Howard Stark,No Dual Identity,Good,43,1970
Martine Bancroft,,,43,1971
Hildegarde,No Dual Identity,Good,43,1972
Lincoln Slade,Secret Identity,Good,43,1972
Richard Rory,Public Identity,,43,1974
Wilhelm Lohmer,Secret Identity,,43,1975
Jackson Day,Secret Identity,Bad,43,1976
Thursday Rubinstein,Secret Identity,Bad,43,1976
Slug (Microverse),Public Identity,Good,43,1979
Belasco,Secret Identity,Bad,43,1982
Edward Lavell,Public Identity,Bad,43,1983
Frank Simpson,Secret Identity,Bad,43,1986
Silas Burr,Secret Identity,Bad,43,1991
Carolyn Trainer,Secret Identity,Bad,43,1995
Carlos LaMuerto,Public Identity,Neutral,43,1997
Milla Donovan,Public Identity,Good,43,2003
Tomi Shishido,Secret Identity,Bad,43,2004
Samuel Alexander,Secret Identity,Good,43,2012
Leila Taylor,No Dual Identity,Good,42,1971
Buck Cowan,No Dual Identity,Good,42,1972
Katerina van Horn,Public Identity,,42,1973
Lei-Kung,Secret Identity,Good,42,1974
Lilith Drake,Secret Identity,Neutral,42,1974
Gwendolyne Stacy (Clone),Secret Identity,Neutral,42,1975
Grannz,Secret Identity,Neutral,42,1977
Lord Chaos,,Good,42,1977
Andromeda Attumasen,No Dual Identity,Good,42,1985
Blackheart,No Dual Identity,Bad,42,1989
Pantu Hurageb,,Bad,42,1990
Walter Charles,Secret Identity,Good,42,1990
Doreen Green,Public Identity,Good,42,1991
Peter Hunter,Secret Identity,Good,42,1991
Algernon Crowe,Public Identity,Bad,42,1992
Justine Hammer,Secret Identity,Bad,42,1997
Johnathon Gallo,Secret Identity,Good,42,1998
Maria de Guadalupe Santiago,Secret Identity,Good,42,1998
Elsa Bloodstone,Public Identity,Good,42,2001
Thor Odinson (Ragnarok),Public Identity,Neutral,42,2006
Roger Brokeridge,Secret Identity,Neutral,42,2007
Orka,Secret Identity,Neutral,41,1970
Grom,Secret Identity,Neutral,41,1971
Noah Burstein,No Dual Identity,Good,41,1972
Lin Sun,Public Identity,Good,41,1974
Daniel Berkhart,Secret Identity,Bad,41,1975
Ransak,Secret Identity,Good,41,1977
Simon Maddicks,Secret Identity,Bad,41,1977
Iann-23,Public Identity,Good,41,1982
Obadiah Stane,Public Identity,Bad,41,1982
Martin Preston,Secret Identity,Bad,41,1986
Nick Katzenberg,Public Identity,Bad,41,1989
Richard Parker (Simulcrum),,,41,1992
Century (Alien),Secret Identity,Good,41,1994
Charles Burlingame,Secret Identity,Good,41,1998
Kuan-Yin Xorn,Secret Identity,Bad,41,2001
Juston Seyfert,No Dual Identity,Good,41,2003
Sally Floyd,No Dual Identity,,41,2006
Gunna Sijurvald,Secret Identity,Neutral,41,2010
Leopold Stryke,Public Identity,Bad,40,1963
Raymond Bloch,Public Identity,Bad,40,1964
Mendel Stromm,Secret Identity,Bad,40,1966
Recorder 211,Secret Identity,Neutral,40,1966
Yon-Rogg,Public Identity,Bad,40,1967
Barbarus,Secret Identity,Bad,40,1969
Zarathos,Secret Identity,Neutral,40,1972
Ajak,Secret Identity,,40,1976
Araki,No Dual Identity,Neutral,40,1978
Munin,,Good,40,1978
Sybil Dvorak,Secret Identity,Bad,40,1979
Daniel Leighton,Secret Identity,Bad,40,1980
Johnathon Ohnn,Secret Identity,Bad,40,1985
Andrew Chord,Secret Identity,,40,1989
Demogoblin,Secret Identity,Neutral,40,1989
Julius Mullarkey,Secret Identity,Good,40,1992
Kiskillilla,Secret Identity,Bad,40,1992
Sarah Ryall,Public Identity,Bad,40,1992
Shevaun Haldane,Secret Identity,Good,40,1992
Steven Harmon,Public Identity,Good,40,1992
Scrier,Secret Identity,Neutral,40,1994
James Santini,Public Identity,Good,40,1995
Janice Yanizeski,Secret Identity,Neutral,40,1995
Paul Stacy,Public Identity,Neutral,40,1997
Dead Girl (Moonbeam),Secret Identity,Good,40,2002
Abigail Boylen,Known to Authorities Identity,Good,40,2007
Sajani Jaffrey,No Dual Identity,Neutral,40,2011
Benjamin Deeds,No Dual Identity,Good,40,2013
Richard Parker,No Dual Identity,Good,39,1968
Steel Serpent (Davos),Public Identity,Good,39,1975
Jacob Conover,Secret Identity,Bad,39,1976
Miss Locke,Secret Identity,Bad,39,1978
Kaina,Secret Identity,Good,39,1979
Aaron Nicholson,Secret Identity,Bad,39,1984
Amiko Kobayashi,No Dual Identity,Good,39,1984
Ghaur,Secret Identity,Bad,39,1985
Quincy McIver,Secret Identity,Bad,39,1985
Ulysses Lugman,Secret Identity,Bad,39,1987
Ananym,Secret Identity,Bad,39,1989
Silverfox (Canadian),Secret Identity,,39,1989
Mary Parker (Simulcrum),,,39,1992
Carlton LaFroyge,Secret Identity,Bad,39,1993
Cammille Benally,Secret Identity,Neutral,39,2005
Brood (Warbound),Public Identity,Neutral,39,2007
Rebecca Barnes (Onslaught Reborn),Public Identity,,39,2007
Cosmo (Dog),No Dual Identity,Good,39,2008
Fabio Medina,Public Identity,Good,39,2013
Harrington Byrd,Public Identity,Good,38,1963
Marianne Rodgers,Public Identity,Good,38,1963
Victoria Bentley,Public Identity,Neutral,38,1963
Diane Arliss,,Good,38,1968
Jonathan Powers,Public Identity,Bad,38,1968
Amphibius,Secret Identity,Bad,38,1969
Susan Scarbo,Secret Identity,Bad,38,1970
Jarella,No Dual Identity,Good,38,1971
William Taurens,Public Identity,Bad,38,1971
Daniel Drumm,Public Identity,Neutral,38,1973
Paul Cartier,Secret Identity,Bad,38,1973
Marduk Kurios,Secret Identity,Bad,38,1974
Electron (Imperial Guard),Secret Identity,Neutral,38,1977
Karkas,Secret Identity,Good,38,1977
William Stryker,No Dual Identity,Bad,38,1983
Marie-Ange Colbert,Secret Identity,Neutral,38,1984
Jackie Lukus,Public Identity,Bad,38,1988
Niels,Secret Identity,Good,38,1988
Melody Jacobs,Secret Identity,Neutral,38,1993
Anne Ghazikhanian,Public Identity,Good,38,2002
Ernst,Secret Identity,Good,38,2003
Geoffrey Wilder,Secret Identity,Neutral,38,2003
Kevin Ford,Secret Identity,Bad,38,2003
Elloe Kaifi,Public Identity,,38,2006
Khan,Secret Identity,Bad,37,1960
Norton Fester,Secret Identity,Bad,37,1966
Brainchild,,Bad,37,1969
David Angar,Secret Identity,Good,37,1973
Tilda Johnson,,Bad,37,1973
Meranno,Secret Identity,Bad,37,1975
Lancaster Sneed,Secret Identity,Bad,37,1976
Hermod,Secret Identity,Good,37,1978
Gabrielle Haller,Public Identity,Good,37,1982
James Power,Public Identity,Good,37,1984
Goblyn,Secret Identity,Good,37,1987
Marcy Masterson,Public Identity,Good,37,1989
Deathwatch,Secret Identity,Bad,37,1990
Elias Wirtham,Known to Authorities Identity,Good,37,1990
Bella Donna Boudreaux,Secret Identity,Neutral,37,1992
Ormond Wychwood,Secret Identity,Bad,37,1992
Yelena Belova,Secret Identity,Bad,37,1999
Tiberius Stone,Public Identity,Bad,37,2001
William Robert Reilly,Public Identity,,37,2001
Madeline Berry,No Dual Identity,Good,37,2010
Peotor,Public Identity,Bad,36,1963
Bolivar Trask,No Dual Identity,Bad,36,1965
Changeling,Secret Identity,Good,36,1967
Mary Fitzpatrick,No Dual Identity,Good,36,1968
Monica Lynne,Public Identity,Good,36,1970
Spymaster (Ted Calloway),Secret Identity,Bad,36,1971
Peter Corbeau,Public Identity,Good,36,1972
Solomon Kane,Public Identity,Good,36,1973
Harold Harold,No Dual Identity,,36,1975
Courtney Ross,No Dual Identity,,36,1976
Master Order,,Neutral,36,1977
Tryco Slatterus,Secret Identity,Bad,36,1982
Madcap,Secret Identity,Neutral,36,1985
Ashley Crawford,Secret Identity,Good,36,1989
Ramonda,Public Identity,Good,36,1989
Goddess,,Neutral,36,1992
Carmella Unuscione,Secret Identity,Bad,36,1993
Jacob Raven,Public Identity,,36,1994
Steven Hudak,,,36,1995
Ozymandias,Secret Identity,Bad,36,1996
Inez Temple,Public Identity,,36,2002
Monica Rappaccini,Public Identity,Bad,36,2005
Alisa Tager,Secret Identity,Good,36,2009
Ava Ayala,Public Identity,Good,36,2011
Belit,No Dual Identity,Neutral,35,1974
Nu-An,,Neutral,35,1974
Brock Jones,Secret Identity,Good,35,1975
Steven Lang,Public Identity,Bad,35,1975
Melissa Greville,Public Identity,,35,1976
Tiamut,Secret Identity,Neutral,35,1977
Clytemnestra Erwin,Public Identity,Neutral,35,1983
Morley Erwin,Public Identity,Neutral,35,1983
Haroun ibn Sallah al-Rashid,Secret Identity,Neutral,35,1984
Gustav Krueger,Secret Identity,Bad,35,1985
Foreigner,,,35,1986
Kim Il Sung,Secret Identity,Bad,35,1986
Carl Burbank,Secret Identity,Bad,35,1987
Frank Bohannan,Secret Identity,Bad,35,1987
Gordon Fraley,,Bad,35,1988
Madeline Naylor,Public Identity,Neutral,35,1988
Charlotte Jones,Public Identity,Good,35,1990
Phoebe Marrs,Public Identity,Good,35,1990
Scott Wright,Secret Identity,Good,35,1991
Mikhail Rasputin,Secret Identity,Neutral,35,1992
Peter Parker (Doppelganger),Secret Identity,Bad,35,1992
Zoe Culloden,Secret Identity,,35,1994
Peter Parker (Spidercide),Secret Identity,Bad,35,1995
Devon Lewis,Public Identity,,35,1996
Agent X (Nijo),Secret Identity,Neutral,35,2002
Edwin Jarvis (Skrull),Secret Identity,Bad,35,2005
Hiroim,Public Identity,,35,2006
John Aman,Secret Identity,Good,35,2007
Romulus,Secret Identity,Bad,35,2007
Wernher von Blitzschlag,Public Identity,Neutral,35,2007
James Taylor James,Secret Identity,Neutral,35,2008
Yo Yo Rodriguez,Secret Identity,Good,35,2008
Melita Garner,No Dual Identity,Good,35,2009
Krakoa III,Secret Identity,Good,35,2012
Igor,Public Identity,Bad,34,1963
Chester Phillips,Public Identity,Good,34,1965
Aireo,Secret Identity,Bad,34,1966
Keith Kincaid,Public Identity,Good,34,1967
Gustav Brandt,Secret Identity,Neutral,34,1970
William Talltrees,Secret Identity,Good,34,1970
Tamara Rahn,Secret Identity,Good,34,1973
Charles Rider,Public Identity,Neutral,34,1976
Richard Deacon,Secret Identity,Neutral,34,1976
Ziran,,Neutral,34,1977
Cilicia,Public Identity,Neutral,34,1979
Davida DeVito,Public Identity,Neutral,34,1979
Erica Sondheim,Public Identity,Good,34,1979
Karlin Malus,No Dual Identity,Bad,34,1980
Margali Szardos,Secret Identity,,34,1980
Nguyen Ngoc Coy,Public Identity,Bad,34,1980
Raoul Bushman,Public Identity,Bad,34,1980
Stick,Secret Identity,Good,34,1981
Scourge (Delazny),Secret Identity,Bad,34,1985
Quicksand,Secret Identity,Bad,34,1988
Val Ventura,Secret Identity,Good,34,1989
Doug Powell,,Good,34,1990
Amy Chen,Secret Identity,Neutral,34,1992
Brendan Rathcoole,Public Identity,Bad,34,1992
Lynn Michaels,Secret Identity,Good,34,1992
Tigon Liger,Secret Identity,Good,34,1992
Suzi Endo,Secret Identity,Good,34,1994
Jessica Carradine,Public Identity,Good,34,1996
Nicholas Gleason,Secret Identity,Good,34,2002
Barack Obama,No Dual Identity,Good,34,2009
Victor Alvarez,Secret Identity,Good,34,2009
Grady Scraps,Public Identity,Neutral,34,2011
Matt Slade,Public Identity,Good,33,1956
Joseph Hogan,Public Identity,Neutral,33,1962
Barney Bushkin,No Dual Identity,Good,33,1965
Master Mold,No Dual Identity,Bad,33,1965
Quasi-Motivational Destruct Organism,,Bad,33,1966
Mangog,,Bad,33,1968
Arkon,,Neutral,33,1970
Ebony,Secret Identity,Good,33,1970
Jonas Harrow,No Dual Identity,Bad,33,1972
Vincent Stegron,Public Identity,Bad,33,1974
Albert Potter,Secret Identity,Bad,33,1976
Archibald Dyker,Secret Identity,Bad,33,1976
Drew Daniels,Secret Identity,Good,33,1976
Douglas Birely,Public Identity,Bad,33,1977
